date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2024-05-29,Tsitsipas S.,Altmaier D.,2nd Round,1.05,11.0,2024,2
2024-05-29,Alcaraz C.,De Jong J.,2nd Round,1.01,26.0,2024,2
2024-05-29,Rublev A.,Martinez P.,2nd Round,1.13,6.0,2024,2
2024-05-29,Kotov P.,Wawrinka S.,2nd Round,1.62,2.3,2024,2
2024-05-29,Sinner J.,Gasquet R.,2nd Round,1.02,19.0,2024,2
2024-05-30,Arnaldi M.,Muller A.,2nd Round,1.57,2.38,2024,2
2024-05-30,Korda S.,Kwon S.W.,2nd Round,1.14,5.5,2024,2
2024-05-30,Shapovalov D.,Tiafoe F.,2nd Round,1.53,2.5,2024,2
2024-05-30,Ofner S.,Baez S.,2nd Round,4.5,1.2,2024,2
2024-05-30,Bergs Z.,Marterer M.,2nd Round,1.4,3.0,2024,2
2024-05-30,Hurkacz H.,Nakashima B.,2nd Round,1.3,3.5,2024,2
2024-05-30,Dimitrov G.,Marozsan F.,2nd Round,1.3,3.5,2024,2
2024-05-30,Medvedev D.,Kecmanovic M.,2nd Round,1.25,4.0,2024,2
2024-05-30,Auger-Aliassime F.,Squire H.,2nd Round,1.06,10.0,2024,2
2024-05-30,Griekspoor T.,Darderi L.,2nd Round,2.2,1.67,2024,2
2024-05-30,Zhang Zh.,Sonego L.,2nd Round,1.91,1.91,2024,2
2024-05-30,Zverev A.,Goffin D.,2nd Round,1.03,15.0,2024,2
2024-05-30,Djokovic N.,Carballes Baena R.,2nd Round,1.03,17.0,2024,2
2024-05-30,Moutet C.,Shevchenko A.,2nd Round,1.44,2.75,2024,2
2024-05-30,De Minaur A.,Munar J.,2nd Round,1.3,3.5,2024,2
2024-05-30,Shelton B.,Nishikori K.,2nd Round,1.14,5.5,2024,2
2024-05-30,Paul T.,Fognini F.,2nd Round,1.17,5.0,2024,2
2024-05-30,Rune H.,Cobolli F.,2nd Round,1.44,2.75,2024,2
2024-05-30,Machac T.,Navone M.,2nd Round,1.67,2.2,2024,2
2024-05-30,Kokkinakis T.,Zeppieri G.,2nd Round,1.67,2.2,2024,2
2024-05-30,Kovalik J.,Khachanov K.,2nd Round,8.0,1.08,2024,2
2024-05-30,Struff J.L.,Bublik A.,2nd Round,1.29,3.75,2024,2
2024-05-30,Cerundolo F.,Misolic F.,2nd Round,1.11,6.5,2024,2
2024-05-30,Ruud C.,Davidovich Fokina A.,2nd Round,1.17,5.0,2024,2
2024-05-30,Fritz T.,Lajovic D.,2nd Round,1.17,5.0,2024,2
2024-05-30,Musetti L.,Monfils G.,2nd Round,1.44,2.75,2024,2
2024-05-30,Etcheverry T.,Rinderknech A.,2nd Round,1.3,3.5,2024,2
2024-05-31,Arnaldi M.,Rublev A.,3rd Round,5.0,1.17,2024,3
2024-05-31,Sinner J.,Kotov P.,3rd Round,1.03,17.0,2024,3
2024-05-31,Tsitsipas S.,Zhang Zh.,3rd Round,1.1,7.0,2024,3
2024-05-31,Moutet C.,Ofner S.,3rd Round,1.36,3.2,2024,3
2024-05-31,Alcaraz C.,Korda S.,3rd Round,1.1,7.0,2024,3
2024-06-01,De Minaur A.,Struff J.L.,3rd Round,1.8,2.0,2024,3
2024-06-01,Auger-Aliassime F.,Shelton B.,3rd Round,1.57,2.38,2024,3
2024-06-01,Medvedev D.,Machac T.,3rd Round,1.3,3.5,2024,3
2024-06-01,Zverev A.,Griekspoor T.,3rd Round,1.1,7.0,2024,3
2024-06-01,Hurkacz H.,Shapovalov D.,3rd Round,1.4,3.0,2024,3
2024-06-01,Rune H.,Kovalik J.,3rd Round,1.11,6.5,2024,3
2024-06-01,Cerundolo F.,Paul T.,3rd Round,2.3,1.62,2024,3
2024-06-01,Fritz T.,Kokkinakis T.,3rd Round,1.14,5.5,2024,3
2024-06-01,Dimitrov G.,Bergs Z.,3rd Round,1.2,4.5,2024,3
2024-06-01,Ruud C.,Etcheverry T.,3rd Round,1.22,4.33,2024,3
2024-06-01,Djokovic N.,Musetti L.,3rd Round,1.2,4.5,2024,3
2024-06-02,Tsitsipas S.,Arnaldi M.,4th Round,1.17,5.0,2024,4
2024-06-02,Alcaraz C.,Auger-Aliassime F.,4th Round,1.11,6.5,2024,4
2024-06-02,Dimitrov G.,Hurkacz H.,4th Round,1.62,2.3,2024,4
2024-06-02,Sinner J.,Moutet C.,4th Round,1.05,11.0,2024,4
2024-06-03,De Minaur A.,Medvedev D.,4th Round,2.38,1.57,2024,4
2024-06-03,Djokovic N.,Cerundolo F.,4th Round,1.14,5.5,2024,4
2024-06-03,Ruud C.,Fritz T.,4th Round,1.36,3.2,2024,4
2024-06-03,Zverev A.,Rune H.,4th Round,1.36,3.2,2024,4
2024-06-04,Sinner J.,Dimitrov G.,Quarterfinals,1.2,4.5,2024,5
2024-06-04,Alcaraz C.,Tsitsipas S.,Quarterfinals,1.2,4.5,2024,5
2024-06-05,Ruud C.,Djokovic N.,Quarterfinals,1.8,2.0,2024,5
2024-06-05,Zverev A.,De Minaur A.,Quarterfinals,1.36,3.2,2024,5
2024-06-07,Alcaraz C.,Sinner J.,Semifinals,1.62,2.3,2024,6
2024-06-07,Zverev A.,Ruud C.,Semifinals,1.8,2.0,2024,6
2024-06-09,Alcaraz C.,Zverev A.,The Final,1.33,3.4,2024,7
