date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2017-05-29,Ferrer D.,Young D.,1st Round,1.14,5.5,2017,1
2017-05-29,Estrella Burgos V.,Gabashvili T.,1st Round,2.62,1.5,2017,1
2017-05-29,Cuevas P.,Hamou M.,1st Round,1.06,10.0,2017,1
2017-05-29,Lopez F.,Fratangelo B.,1st Round,1.5,2.62,2017,1
2017-05-29,Kicker N.,Dzumhur D.,1st Round,2.62,1.5,2017,1
2017-05-29,Fognini F.,Tiafoe F.,1st Round,1.3,3.5,2017,1
2017-05-29,Gasquet R.,De Greef A.,1st Round,1.11,6.5,2017,1
2017-05-29,Herbert P.H.,Donaldson J.,1st Round,1.72,2.1,2017,1
2017-05-30,Istomin D.,Escobedo E.,1st Round,2.0,1.8,2017,1
2017-05-30,Kyrgios N.,Kohlschreiber P.,1st Round,1.53,2.5,2017,1
2017-05-30,Klizan M.,Lokoli L.,1st Round,1.22,4.33,2017,1
2017-05-30,Del Potro J. M.,Pella G.,1st Round,1.25,4.0,2017,1
2017-05-30,Dolgopolov O.,Berlocq C.,1st Round,2.1,1.72,2017,1
2017-05-30,Chung H.,Querrey S.,1st Round,2.1,1.72,2017,1
2017-05-30,Wawrinka S.,Kovalik J.,1st Round,1.07,9.0,2017,1
2017-05-30,Anderson K.,Jaziri M.,1st Round,1.12,6.0,2017,1
2017-05-30,Almagro N.,Baghdatis M.,1st Round,1.44,2.75,2017,1
2017-05-30,Verdasco F.,Zverev A.,1st Round,5.0,1.16,2017,1
2017-05-30,Khachanov K.,Jarry N.,1st Round,1.28,3.75,2017,1
2017-05-30,Nishikori K.,Kokkinakis T.,1st Round,1.02,17.0,2017,1
2017-05-30,Chardy J.,Albot R.,1st Round,1.14,5.5,2017,1
2017-05-30,Murray A.,Kuznetsov An.,1st Round,1.16,5.0,2017,1
2017-05-30,Lorenzi P.,Berankis R.,1st Round,1.3,3.5,2017,1
2017-05-30,Monfils G.,Brown D.,1st Round,1.08,8.0,2017,1
2017-05-30,Monteiro T.,Muller A.,1st Round,1.08,8.0,2017,1
2017-05-30,Edmund K.,Elias G.,1st Round,1.3,3.5,2017,1
2017-05-30,Isner J.,Thompson J.,1st Round,1.25,4.0,2017,1
2017-05-30,Berdych T.,Struff J.L.,1st Round,1.2,4.5,2017,1
2017-05-31,Olivo R.,Tsonga J.W.,1st Round,15.0,1.03,2017,1
2017-05-31,Goffin D.,Stakhovsky S.,2nd Round,1.04,13.0,2017,2
2017-05-31,Johnson S.,Coric B.,2nd Round,2.62,1.5,2017,2
2017-05-31,Thiem D.,Bolelli S.,2nd Round,1.05,11.0,2017,2
2017-05-31,Schwartzman D.,Napolitano S.,2nd Round,1.12,6.0,2017,2
2017-05-31,Zeballos H.,Karlovic I.,2nd Round,1.66,2.2,2017,2
2017-05-31,Dimitrov G.,Robredo T.,2nd Round,1.16,5.0,2017,2
2017-05-31,Basilashvili N.,Troicki V.,2nd Round,1.72,2.1,2017,2
2017-05-31,Garcia-Lopez G.,Trungelliti M.,2nd Round,1.57,2.37,2017,2
2017-05-31,Djokovic N.,Sousa J.,2nd Round,1.01,21.0,2017,2
2017-05-31,Nadal R.,Haase R.,2nd Round,1.01,21.0,2017,2
2017-05-31,Raonic M.,Dutra Silva R.,2nd Round,1.05,11.0,2017,2
2017-05-31,Ramos-Vinolas A.,Bonzi B.,2nd Round,1.03,15.0,2017,2
2017-05-31,Carreno Busta P.,Daniel T.,2nd Round,1.1,7.0,2017,2
2017-05-31,Pouille L.,Bellucci T.,2nd Round,1.3,3.5,2017,2
2017-05-31,Bautista Agut R.,Kukushkin M.,2nd Round,1.12,6.0,2017,2
2017-05-31,Vesely J.,Bedene A.,2nd Round,2.2,1.66,2017,2
2017-06-01,Cilic M.,Kravchuk K.,2nd Round,1.02,19.0,2017,2
2017-06-01,Lopez F.,Ferrer D.,2nd Round,2.5,1.53,2017,2
2017-06-01,Isner J.,Lorenzi P.,2nd Round,1.4,3.0,2017,2
2017-06-01,Khachanov K.,Berdych T.,2nd Round,4.0,1.25,2017,2
2017-06-01,Nishikori K.,Chardy J.,2nd Round,1.28,3.75,2017,2
2017-06-01,Del Potro J. M.,Almagro N.,2nd Round,1.2,4.5,2017,2
2017-06-01,Wawrinka S.,Dolgopolov O.,2nd Round,1.14,5.5,2017,2
2017-06-01,Chung H.,Istomin D.,2nd Round,1.3,3.5,2017,2
2017-06-01,Murray A.,Klizan M.,2nd Round,1.07,9.0,2017,2
2017-06-01,Fognini F.,Seppi A.,2nd Round,1.4,3.0,2017,2
2017-06-01,Anderson K.,Kyrgios N.,2nd Round,3.25,1.36,2017,2
2017-06-01,Edmund K.,Olivo R.,2nd Round,1.28,3.75,2017,2
2017-06-01,Monfils G.,Monteiro T.,2nd Round,1.1,7.0,2017,2
2017-06-01,Cuevas P.,Kicker N.,2nd Round,1.07,9.0,2017,2
2017-06-01,Verdasco F.,Herbert P.H.,2nd Round,1.3,3.5,2017,2
2017-06-01,Gasquet R.,Estrella Burgos V.,2nd Round,1.1,7.0,2017,2
2017-06-02,Zeballos H.,Goffin D.,3rd Round,7.0,1.1,2017,3
2017-06-02,Carreno Busta P.,Dimitrov G.,3rd Round,2.3,1.61,2017,3
2017-06-02,Bautista Agut R.,Vesely J.,3rd Round,1.4,3.0,2017,3
2017-06-02,Raonic M.,Garcia-Lopez G.,3rd Round,1.08,8.0,2017,3
2017-06-02,Nadal R.,Basilashvili N.,3rd Round,1.01,26.0,2017,3
2017-06-02,Thiem D.,Johnson S.,3rd Round,1.1,7.0,2017,3
2017-06-02,Djokovic N.,Schwartzman D.,3rd Round,1.05,11.0,2017,3
2017-06-02,Ramos-Vinolas A.,Pouille L.,3rd Round,2.0,1.8,2017,3
2017-06-03,Cilic M.,Lopez F.,3rd Round,1.16,5.0,2017,3
2017-06-03,Anderson K.,Edmund K.,3rd Round,1.57,2.37,2017,3
2017-06-03,Murray A.,Del Potro J. M.,3rd Round,1.33,3.4,2017,3
2017-06-03,Verdasco F.,Cuevas P.,3rd Round,2.62,1.5,2017,3
2017-06-03,Wawrinka S.,Fognini F.,3rd Round,1.25,4.0,2017,3
2017-06-04,Nishikori K.,Chung H.,3rd Round,1.3,3.5,2017,3
2017-06-04,Khachanov K.,Isner J.,3rd Round,2.2,1.66,2017,3
2017-06-04,Monfils G.,Gasquet R.,3rd Round,1.61,2.3,2017,3
2017-06-04,Carreno Busta P.,Raonic M.,4th Round,2.5,1.53,2017,4
2017-06-04,Nadal R.,Bautista Agut R.,4th Round,1.02,19.0,2017,4
2017-06-04,Thiem D.,Zeballos H.,4th Round,1.04,13.0,2017,4
2017-06-04,Djokovic N.,Ramos-Vinolas A.,4th Round,1.1,7.0,2017,4
2017-06-05,Murray A.,Khachanov K.,4th Round,1.12,6.0,2017,4
2017-06-05,Nishikori K.,Verdasco F.,4th Round,1.61,2.25,2017,4
2017-06-05,Wawrinka S.,Monfils G.,4th Round,1.3,3.5,2017,4
2017-06-05,Cilic M.,Anderson K.,4th Round,1.25,4.0,2017,4
2017-06-07,Thiem D.,Djokovic N.,Quarterfinals,2.75,1.44,2017,5
2017-06-07,Nadal R.,Carreno Busta P.,Quarterfinals,1.02,19.0,2017,5
2017-06-07,Murray A.,Nishikori K.,Quarterfinals,1.25,4.0,2017,5
2017-06-07,Wawrinka S.,Cilic M.,Quarterfinals,1.4,3.0,2017,5
2017-06-09,Wawrinka S.,Murray A.,Semifinals,1.66,2.2,2017,6
2017-06-09,Nadal R.,Thiem D.,Semifinals,1.2,4.5,2017,6
2017-06-11,Nadal R.,Wawrinka S.,The Final,1.2,5.0,2017,7
