date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2020-09-28,Carreno Busta P.,Millman J.,1st Round,1.28,3.75,2020,1
2020-09-29,Harris L.,Popyrin A.,1st Round,1.9,1.9,2020,1
2020-09-29,Berrettini M.,Pospisil V.,1st Round,1.11,6.5,2020,1
2020-09-29,Garin C.,Kohlschreiber P.,1st Round,1.14,5.5,2020,1
2020-09-29,Polmans M.,Humbert U.,1st Round,6.5,1.11,2020,1
2020-09-29,Davidovich Fokina A.,Mayot H.,1st Round,1.14,5.5,2020,1
2020-09-29,Lajovic D.,Mager G.,1st Round,1.12,6.0,2020,1
2020-09-29,Anderson K.,Djere L.,1st Round,2.75,1.44,2020,1
2020-09-29,Berankis R.,Dellien H.,1st Round,2.62,1.5,2020,1
2020-09-29,Giron M.,Halys Q.,1st Round,1.72,2.1,2020,1
2020-09-29,Rublev A.,Querrey S.,1st Round,1.06,10.0,2020,1
2020-09-29,Djokovic N.,Ymer M.,1st Round,1.01,23.0,2020,1
2020-09-29,Carballes Baena R.,Johnson S.,1st Round,1.53,2.5,2020,1
2020-09-29,Balazs A.,Uchiyama Y.,1st Round,1.33,3.4,2020,1
2020-09-29,Cuevas P.,Laaksonen H.,1st Round,1.44,2.75,2020,1
2020-09-29,Monteiro T.,Basilashvili N.,1st Round,1.4,3.0,2020,1
2020-09-29,Tsitsipas S.,Munar J.,1st Round,1.08,8.0,2020,1
2020-09-29,Shapovalov D.,Simon G.,1st Round,1.12,6.0,2020,1
2020-09-29,Dimitrov G.,Barrere G.,1st Round,1.12,6.0,2020,1
2020-09-29,Bautista Agut R.,Gasquet R.,1st Round,1.16,5.0,2020,1
2020-09-29,Martin A.,Sousa J.,1st Round,1.5,2.62,2020,1
2020-09-30,Korda S.,Isner J.,2nd Round,2.62,1.5,2020,2
2020-09-30,Fritz T.,Albot R.,2nd Round,1.5,2.62,2020,2
2020-09-30,Wawrinka S.,Koepfer D.,2nd Round,1.28,3.75,2020,2
2020-09-30,Gaston H.,Nishioka Y.,2nd Round,3.5,1.3,2020,2
2020-09-30,Schwartzman D.,Giustino L.,2nd Round,1.02,19.0,2020,2
2020-09-30,Gombos N.,Rodionov J.,2nd Round,1.4,3.0,2020,2
2020-09-30,Thiem D.,Sock J.,2nd Round,1.05,11.0,2020,2
2020-09-30,Nadal R.,Mcdonald M.,2nd Round,1.01,26.0,2020,2
2020-09-30,Martinez P.,Kukushkin M.,2nd Round,1.44,2.75,2020,2
2020-09-30,Travaglia S.,Nishikori K.,2nd Round,1.66,2.2,2020,2
2020-09-30,Sonego L.,Bublik A.,2nd Round,2.37,1.57,2020,2
2020-09-30,Ruud C.,Paul T.,2nd Round,1.2,4.5,2020,2
2020-09-30,Coria F.,Paire B.,2nd Round,2.0,1.8,2020,2
2020-09-30,Zverev A.,Herbert P.H.,2nd Round,1.1,7.0,2020,2
2020-09-30,Cecchinato M.,Londero J.I.,2nd Round,1.25,4.0,2020,2
2020-09-30,Sinner J.,Bonzi B.,2nd Round,1.08,8.0,2020,2
2020-10-01,Carballes Baena R.,Shapovalov D.,2nd Round,5.0,1.16,2020,2
2020-10-01,Fucsovics M.,Ramos-Vinolas A.,2nd Round,1.44,2.75,2020,2
2020-10-01,Garin C.,Polmans M.,2nd Round,1.16,5.0,2020,2
2020-10-01,Monteiro T.,Giron M.,2nd Round,1.2,4.5,2020,2
2020-10-01,Khachanov K.,Vesely J.,2nd Round,1.25,4.0,2020,2
2020-10-01,Altmaier D.,Struff J.L.,2nd Round,3.2,1.36,2020,2
2020-10-01,Dimitrov G.,Martin A.,2nd Round,1.12,6.0,2020,2
2020-10-01,Galan D.,Sandgren T.,2nd Round,3.2,1.36,2020,2
2020-10-01,Carreno Busta P.,Pella G.,2nd Round,1.28,3.75,2020,2
2020-10-01,Djokovic N.,Berankis R.,2nd Round,34.0,0.971,2020,2
2020-10-01,Bedene A.,Milojevic N.,2nd Round,1.8,2.0,2020,2
2020-10-01,Tsitsipas S.,Cuevas P.,2nd Round,1.22,4.33,2020,2
2020-10-01,Anderson K.,Lajovic D.,2nd Round,2.62,1.5,2020,2
2020-10-01,Bautista Agut R.,Balazs A.,2nd Round,1.05,11.0,2020,2
2020-10-01,Rublev A.,Davidovich Fokina A.,2nd Round,1.22,4.33,2020,2
2020-10-01,Berrettini M.,Harris L.,2nd Round,1.1,7.0,2020,2
2020-10-02,Thiem D.,Ruud C.,3rd Round,1.14,5.5,2020,3
2020-10-02,Korda S.,Martinez P.,3rd Round,3.0,1.4,2020,3
2020-10-02,Sonego L.,Fritz T.,3rd Round,2.0,1.8,2020,3
2020-10-02,Gaston H.,Wawrinka S.,3rd Round,11.0,1.05,2020,3
2020-10-02,Sinner J.,Coria F.,3rd Round,1.14,5.5,2020,3
2020-10-02,Nadal R.,Travaglia S.,3rd Round,1.005,34.0,2020,3
2020-10-02,Schwartzman D.,Gombos N.,3rd Round,1.06,10.0,2020,3
2020-10-02,Zverev A.,Cecchinato M.,3rd Round,1.44,2.75,2020,3
2020-10-03,Altmaier D.,Berrettini M.,3rd Round,5.0,1.16,2020,3
2020-10-03,Rublev A.,Anderson K.,3rd Round,1.2,4.5,2020,3
2020-10-03,Carreno Busta P.,Bautista Agut R.,3rd Round,2.1,1.72,2020,3
2020-10-03,Fucsovics M.,Monteiro T.,3rd Round,1.57,2.37,2020,3
2020-10-03,Tsitsipas S.,Bedene A.,3rd Round,1.11,6.5,2020,3
2020-10-03,Dimitrov G.,Carballes Baena R.,3rd Round,1.2,4.5,2020,3
2020-10-03,Khachanov K.,Garin C.,3rd Round,2.1,1.72,2020,3
2020-10-03,Djokovic N.,Galan D.,3rd Round,1.005,34.0,2020,3
2020-10-04,Nadal R.,Korda S.,4th Round,1.01,26.0,2020,4
2020-10-04,Sinner J.,Zverev A.,4th Round,2.75,1.44,2020,4
2020-10-04,Thiem D.,Gaston H.,4th Round,1.03,15.0,2020,4
2020-10-04,Schwartzman D.,Sonego L.,4th Round,1.16,5.0,2020,4
2020-10-05,Rublev A.,Fucsovics M.,4th Round,1.25,4.0,2020,4
2020-10-05,Tsitsipas S.,Dimitrov G.,4th Round,1.3,3.5,2020,4
2020-10-05,Djokovic N.,Khachanov K.,4th Round,1.04,13.0,2020,4
2020-10-05,Carreno Busta P.,Altmaier D.,4th Round,1.22,4.33,2020,4
2020-10-06,Schwartzman D.,Thiem D.,Quarterfinals,2.75,1.44,2020,5
2020-10-06,Nadal R.,Sinner J.,Quarterfinals,1.08,8.0,2020,5
2020-10-07,Tsitsipas S.,Rublev A.,Quarterfinals,1.53,2.5,2020,5
2020-10-07,Djokovic N.,Carreno Busta P.,Quarterfinals,1.06,10.0,2020,5
2020-10-09,Nadal R.,Schwartzman D.,Semifinals,1.14,5.5,2020,6
2020-10-09,Djokovic N.,Tsitsipas S.,Semifinals,1.33,3.4,2020,6
2020-10-11,Nadal R.,Djokovic N.,The Final,1.72,2.1,2020,7
