date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2025-05-29,Quinn E.,Shevchenko A.,2nd Round,2.1,1.73,2025,2
2025-05-29,Djokovic N.,Moutet C.,2nd Round,1.07,9.0,2025,2
2025-05-29,Misolic F.,Shapovalov D.,2nd Round,2.38,1.57,2025,2
2025-05-29,Fearnley J.,Humbert U.,2nd Round,2.1,1.73,2025,2
2025-05-29,Draper J.,Monfils G.,2nd Round,1.13,6.0,2025,2
2025-05-30,Musetti L.,Navone M.,3rd Round,1.1,7.0,2025,3
2025-05-30,Paul T.,Khachanov K.,3rd Round,2.1,1.73,2025,3
2025-05-30,Popyrin A.,Borges N.,3rd Round,1.73,2.1,2025,3
2025-05-30,Rune H.,Halys Q.,3rd Round,1.17,5.0,2025,3
2025-05-30,Altmaier D.,Medjedovic H.,3rd Round,2.5,1.53,2025,3
2025-05-30,Shelton B.,Gigante M.,3rd Round,1.53,2.5,2025,3
2025-05-30,Tiafoe F.,Korda S.,3rd Round,2.0,1.8,2025,3
2025-05-30,Alcaraz C.,Dzumhur D.,3rd Round,1.01,34.0,2025,3
2025-05-31,Griekspoor T.,Quinn E.,3rd Round,1.17,5.0,2025,3
2025-05-31,Sinner J.,Lehecka J.,3rd Round,1.07,9.0,2025,3
2025-05-31,Rublev A.,Fils A.,3rd Round,1.57,2.38,2025,3
2025-05-31,Zverev A.,Cobolli F.,3rd Round,1.17,5.0,2025,3
2025-05-31,Draper J.,Fonseca J.,3rd Round,1.5,2.63,2025,3
2025-05-31,Bublik A.,Rocha H.,3rd Round,1.3,3.5,2025,3
2025-05-31,Norrie C.,Fearnley J.,3rd Round,1.73,2.1,2025,3
2025-05-31,Djokovic N.,Misolic F.,3rd Round,1.05,11.0,2025,3
2025-06-01,Paul T.,Popyrin A.,4th Round,1.57,2.38,2025,4
2025-06-01,Alcaraz C.,Shelton B.,4th Round,1.05,11.0,2025,4
2025-06-01,Tiafoe F.,Altmaier D.,4th Round,1.5,2.63,2025,4
2025-06-01,Musetti L.,Rune H.,4th Round,1.44,2.75,2025,4
2025-06-02,Zverev A.,Griekspoor T.,4th Round,1.13,6.0,2025,4
2025-06-02,Djokovic N.,Norrie C.,4th Round,1.08,8.0,2025,4
2025-06-02,Bublik A.,Draper J.,4th Round,9.0,1.07,2025,4
2025-06-02,Sinner J.,Rublev A.,4th Round,1.05,11.0,2025,4
2025-06-03,Musetti L.,Tiafoe F.,Quarterfinals,1.22,4.33,2025,5
2025-06-03,Alcaraz C.,Paul T.,Quarterfinals,1.08,8.0,2025,5
2025-06-04,Sinner J.,Bublik A.,Quarterfinals,1.03,17.0,2025,5
2025-06-04,Djokovic N.,Zverev A.,Quarterfinals,1.91,1.91,2025,5
2025-06-06,Alcaraz C.,Musetti L.,Semifinals,1.13,6.0,2025,6
2025-06-06,Sinner J.,Djokovic N.,Semifinals,1.22,4.33,2025,6
2025-06-08,Alcaraz C.,Sinner J.,The Final,2.0,1.83,2025,7
