date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2018-05-29,Anderson K.,Lorenzi P.,1st Round,1.11,7.0,2018,1
2018-05-29,Fabbiano T.,Ebden M.,1st Round,1.3,3.5,2018,1
2018-05-29,Isner J.,Rubin N.,1st Round,1.16,5.0,2018,1
2018-05-29,Fucsovics M.,Pospisil V.,1st Round,1.16,5.0,2018,1
2018-05-29,Fognini F.,Andujar P.,1st Round,1.3,3.5,2018,1
2018-05-29,Edmund K.,De Minaur A.,1st Round,1.12,6.0,2018,1
2018-05-29,Zeballos H.,Sugita Y.,1st Round,1.44,2.75,2018,1
2018-05-29,Pella G.,Sousa J.,1st Round,2.0,1.8,2018,1
2018-05-29,Bemelmans R.,Bhambri Y.,1st Round,1.9,1.9,2018,1
2018-05-29,Johnson S.,Mannarino A.,1st Round,1.5,2.62,2018,1
2018-05-29,Nadal R.,Bolelli S.,1st Round,1.005,29.0,2018,1
2018-05-29,Zopp J.,Sock J.,1st Round,4.0,1.25,2018,1
2018-05-29,Ymer E.,Sela D.,1st Round,1.14,5.5,2018,1
2018-05-29,Zverev M.,Mayer F.,1st Round,1.44,2.75,2018,1
2018-05-29,Del Potro J.M.,Mahut N.,1st Round,1.12,6.0,2018,1
2018-05-29,Stakhovsky S.,Lopez F.,1st Round,3.75,1.28,2018,1
2018-05-30,Benneteau J.,Mayer L.,1st Round,3.75,1.28,2018,1
2018-05-30,Herbert P.H.,Polansky P.,1st Round,1.3,3.5,2018,1
2018-05-30,Chardy J.,Berdych T.,1st Round,2.62,1.5,2018,1
2018-05-30,Carreno Busta P.,Delbonis F.,2nd Round,1.4,3.0,2018,2
2018-05-30,Cecchinato M.,Trungelliti M.,2nd Round,1.53,2.5,2018,2
2018-05-30,Dzumhur D.,Albot R.,2nd Round,1.28,3.75,2018,2
2018-05-30,Bautista Agut R.,Giraldo S.,2nd Round,1.16,5.0,2018,2
2018-05-30,Djokovic N.,Munar J.,2nd Round,1.07,9.0,2018,2
2018-05-30,Verdasco F.,Andreozzi G.,2nd Round,1.8,2.0,2018,2
2018-05-30,Dimitrov G.,Donaldson J.,2nd Round,1.14,5.5,2018,2
2018-05-30,Zverev A.,Lajovic D.,2nd Round,1.08,9.0,2018,2
2018-05-30,Nishikori K.,Paire B.,2nd Round,1.22,4.33,2018,2
2018-05-30,Berrettini M.,Gulbis E.,2nd Round,2.1,1.72,2018,2
2018-05-30,Goffin D.,Moutet C.,2nd Round,1.1,8.0,2018,2
2018-05-30,Simon G.,Querrey S.,2nd Round,1.8,2.0,2018,2
2018-05-30,Khachanov K.,Garcia-Lopez G.,2nd Round,1.53,2.5,2018,2
2018-05-30,Monfils G.,Klizan M.,2nd Round,1.66,2.2,2018,2
2018-05-31,Zopp J.,Bemelmans R.,2nd Round,1.72,2.1,2018,2
2018-05-31,Cilic M.,Hurkacz H.,2nd Round,1.07,10.0,2018,2
2018-05-31,Marterer M.,Shapovalov D.,2nd Round,3.4,1.33,2018,2
2018-05-31,Johnson S.,Struff J.L.,2nd Round,1.66,2.2,2018,2
2018-05-31,Fognini F.,Ymer E.,2nd Round,1.16,5.0,2018,2
2018-05-31,Gasquet R.,Jaziri M.,2nd Round,1.2,4.5,2018,2
2018-05-31,Edmund K.,Fucsovics M.,2nd Round,1.33,3.4,2018,2
2018-05-31,Zverev M.,Stakhovsky S.,2nd Round,1.5,2.62,2018,2
2018-05-31,Thiem D.,Tsitsipas S.,2nd Round,1.25,4.0,2018,2
2018-05-31,Anderson K.,Cuevas P.,2nd Round,1.66,2.2,2018,2
2018-05-31,Pouille L.,Norrie C.,2nd Round,1.22,4.33,2018,2
2018-05-31,Coric B.,Fabbiano T.,2nd Round,1.07,10.0,2018,2
2018-05-31,Ramos-Vinolas A.,Ruud C.,2nd Round,1.44,2.75,2018,2
2018-05-31,Nadal R.,Pella G.,2nd Round,1.01,21.0,2018,2
2018-05-31,Isner J.,Zeballos H.,2nd Round,1.2,4.5,2018,2
2018-05-31,Herbert P.H.,Chardy J.,2nd Round,2.62,1.5,2018,2
2018-05-31,Del Potro J.M.,Benneteau J.,2nd Round,1.11,7.0,2018,2
2018-05-31,Schwartzman D.,Pavlasek A.,2nd Round,1.16,5.0,2018,2
2018-06-01,Zverev A.,Dzumhur D.,3rd Round,1.06,11.0,2018,3
2018-06-01,Verdasco F.,Dimitrov G.,3rd Round,2.2,1.66,2018,3
2018-06-01,Djokovic N.,Bautista Agut R.,3rd Round,1.16,5.0,2018,3
2018-06-01,Nishikori K.,Simon G.,3rd Round,1.22,4.33,2018,3
2018-06-01,Cecchinato M.,Carreno Busta P.,3rd Round,3.75,1.28,2018,3
2018-06-01,Thiem D.,Berrettini M.,3rd Round,1.05,12.0,2018,3
2018-06-02,Fognini F.,Edmund K.,3rd Round,2.0,1.8,2018,3
2018-06-02,Marterer M.,Zopp J.,3rd Round,1.25,4.0,2018,3
2018-06-02,Khachanov K.,Pouille L.,3rd Round,2.2,1.66,2018,3
2018-06-02,Anderson K.,Zverev M.,3rd Round,1.12,6.0,2018,3
2018-06-02,Schwartzman D.,Coric B.,3rd Round,2.3,1.61,2018,3
2018-06-02,Nadal R.,Gasquet R.,3rd Round,1.02,19.0,2018,3
2018-06-02,Goffin D.,Monfils G.,3rd Round,1.36,3.2,2018,3
2018-06-02,Cilic M.,Johnson S.,3rd Round,1.2,4.5,2018,3
2018-06-02,Del Potro J.M.,Ramos-Vinolas A.,3rd Round,1.22,4.33,2018,3
2018-06-02,Isner J.,Herbert P.H.,3rd Round,1.3,3.5,2018,3
2018-06-03,Zverev A.,Khachanov K.,4th Round,1.33,3.4,2018,4
2018-06-03,Thiem D.,Nishikori K.,4th Round,1.61,2.3,2018,4
2018-06-03,Djokovic N.,Verdasco F.,4th Round,1.22,4.33,2018,4
2018-06-03,Cecchinato M.,Goffin D.,4th Round,5.0,1.16,2018,4
2018-06-04,Schwartzman D.,Anderson K.,4th Round,1.66,2.2,2018,4
2018-06-04,Nadal R.,Marterer M.,4th Round,1.005,34.0,2018,4
2018-06-04,Cilic M.,Fognini F.,4th Round,1.44,2.75,2018,4
2018-06-04,Del Potro J.M.,Isner J.,4th Round,1.4,3.0,2018,4
2018-06-05,Thiem D.,Zverev A.,Quarterfinals,1.57,2.37,2018,5
2018-06-05,Cecchinato M.,Djokovic N.,Quarterfinals,9.0,1.08,2018,5
2018-06-07,Del Potro J.M.,Cilic M.,Quarterfinals,1.5,2.62,2018,5
2018-06-07,Nadal R.,Schwartzman D.,Quarterfinals,1.02,19.0,2018,5
2018-06-08,Thiem D.,Cecchinato M.,Semifinals,1.12,6.0,2018,6
2018-06-08,Nadal R.,Del Potro J.M.,Semifinals,1.12,6.0,2018,6
2018-06-10,Nadal R.,Thiem D.,The Final,1.22,4.33,2018,7
