date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2021-05-31,Norrie C.,Fratangelo B.,1st Round,1.2,4.5,2021,1
2021-05-31,Paul T.,O Connell C.,1st Round,1.3,3.5,2021,1
2021-05-31,Medvedev D.,Bublik A.,1st Round,1.4,3.0,2021,1
2021-05-31,Munar J.,Thompson J.,1st Round,1.08,8.0,2021,1
2021-05-31,Opelka R.,Martin A.,1st Round,1.4,3.0,2021,1
2021-05-31,Basilashvili N.,Lajovic D.,1st Round,1.66,2.2,2021,1
2021-05-31,Martinez P.,Korda S.,1st Round,3.4,1.33,2021,1
2021-05-31,Alcaraz C.,Zapata Miralles B.,1st Round,1.28,3.75,2021,1
2021-05-31,Majchrzak K.,Cazaux A.,1st Round,1.53,2.5,2021,1
2021-05-31,Federer R.,Istomin D.,1st Round,1.12,6.0,2021,1
2021-05-31,Harris L.,Sonego L.,1st Round,5.5,1.14,2021,1
2021-05-31,Cilic M.,Rinderknech A.,1st Round,1.72,2.1,2021,1
2021-05-31,Fritz T.,Sousa J.,1st Round,1.12,6.0,2021,1
2021-05-31,Koepfer D.,Bourgue M.,1st Round,1.25,4.0,2021,1
2021-05-31,Musetti L.,Goffin D.,1st Round,1.66,2.2,2021,1
2021-05-31,Nishioka Y.,Tsonga J.W.,1st Round,1.22,4.33,2021,1
2021-06-01,Cecchinato M.,Uchiyama Y.,1st Round,1.04,13.0,2021,1
2021-06-01,Ymer M.,Carballes Baena R.,1st Round,2.2,1.66,2021,1
2021-06-01,De Minaur A.,Travaglia S.,1st Round,1.61,2.3,2021,1
2021-06-01,Berankis R.,Humbert U.,1st Round,3.75,1.28,2021,1
2021-06-01,Karatsev A.,Brooksby J.,1st Round,1.14,5.5,2021,1
2021-06-01,Bedene A.,Mannarino A.,1st Round,1.25,4.0,2021,1
2021-06-01,Duckworth J.,Caruso S.,1st Round,4.0,1.25,2021,1
2021-06-01,Struff J.L.,Rublev A.,1st Round,6.5,1.11,2021,1
2021-06-01,Monfils G.,Ramos-Vinolas A.,1st Round,2.3,1.61,2021,1
2021-06-01,Seppi A.,Auger-Aliassime F.,1st Round,10.0,1.06,2021,1
2021-06-01,Bagnis F.,Bonzi B.,1st Round,1.72,2.1,2021,1
2021-06-01,Kohlschreiber P.,Verdasco F.,1st Round,1.72,2.1,2021,1
2021-06-01,Nadal R.,Popyrin A.,1st Round,1.01,23.0,2021,1
2021-06-01,Coria F.,Lopez F.,1st Round,1.57,2.37,2021,1
2021-06-01,Schwartzman D.,Lu Y.,1st Round,1.01,23.0,2021,1
2021-06-01,Gasquet R.,Gaston H.,1st Round,1.72,2.1,2021,1
2021-06-01,Berrettini M.,Daniel T.,1st Round,1.07,9.0,2021,1
2021-06-01,Kwon S.W.,Anderson K.,1st Round,2.75,1.44,2021,1
2021-06-01,Cuevas P.,Pouille L.,1st Round,1.4,3.0,2021,1
2021-06-01,Djokovic N.,Sandgren T.,1st Round,29.0,0.967,2021,1
2021-06-02,Delbonis F.,Andujar P.,2nd Round,1.66,2.2,2021,2
2021-06-02,Djere L.,Kecmanovic M.,2nd Round,1.66,2.2,2021,2
2021-06-02,Zverev A.,Safiullin R.,2nd Round,1.03,15.0,2021,2
2021-06-02,Ruud C.,Majchrzak K.,2nd Round,1.06,10.0,2021,2
2021-06-02,Laaksonen H.,Bautista Agut R.,2nd Round,8.0,1.08,2021,2
2021-06-02,Davidovich Fokina A.,Van De Zandschulp B.,2nd Round,1.2,4.5,2021,2
2021-06-02,Nishikori K.,Khachanov K.,2nd Round,1.9,1.9,2021,2
2021-06-02,Fognini F.,Fucsovics M.,2nd Round,1.72,2.1,2021,2
2021-06-02,Isner J.,Krajinovic F.,2nd Round,2.0,1.8,2021,2
2021-06-02,Opelka R.,Munar J.,2nd Round,1.8,2.0,2021,2
2021-06-02,Giron M.,Pella G.,2nd Round,2.75,1.44,2021,2
2021-06-02,Tsitsipas S.,Martinez P.,2nd Round,1.05,11.0,2021,2
2021-06-02,Garin C.,Mcdonald M.,2nd Round,1.28,3.75,2021,2
2021-06-02,Carreno Busta P.,Couacaud E.,2nd Round,1.04,13.0,2021,2
2021-06-02,Johnson S.,Monteiro T.,2nd Round,5.0,1.16,2021,2
2021-06-02,Medvedev D.,Paul T.,2nd Round,1.28,3.75,2021,2
2021-06-03,Kwon S.W.,Seppi A.,2nd Round,1.8,2.0,2021,2
2021-06-03,Berrettini M.,Coria F.,2nd Round,1.06,10.0,2021,2
2021-06-03,Kohlschreiber P.,Karatsev A.,2nd Round,8.0,1.08,2021,2
2021-06-03,Schwartzman D.,Bedene A.,2nd Round,1.33,3.4,2021,2
2021-06-03,Ymer M.,Monfils G.,2nd Round,2.75,1.44,2021,2
2021-06-03,Koepfer D.,Fritz T.,2nd Round,2.75,1.44,2021,2
2021-06-03,Musetti L.,Nishioka Y.,2nd Round,1.44,2.75,2021,2
2021-06-03,Sinner J.,Mager G.,2nd Round,1.12,6.0,2021,2
2021-06-03,Norrie C.,Harris L.,2nd Round,1.4,3.0,2021,2
2021-06-03,Berankis R.,Duckworth J.,2nd Round,1.44,2.75,2021,2
2021-06-03,Djokovic N.,Cuevas P.,2nd Round,1.02,19.0,2021,2
2021-06-03,Cecchinato M.,De Minaur A.,2nd Round,1.9,1.9,2021,2
2021-06-03,Federer R.,Cilic M.,2nd Round,1.53,2.5,2021,2
2021-06-03,Struff J.L.,Bagnis F.,2nd Round,1.5,2.62,2021,2
2021-06-03,Alcaraz C.,Basilashvili N.,2nd Round,1.72,2.1,2021,2
2021-06-03,Nadal R.,Gasquet R.,2nd Round,1.01,26.0,2021,2
2021-06-04,Davidovich Fokina A.,Ruud C.,3rd Round,4.0,1.25,2021,3
2021-06-04,Delbonis F.,Fognini F.,3rd Round,2.5,1.53,2021,3
2021-06-04,Nishikori K.,Laaksonen H.,3rd Round,1.36,3.2,2021,3
2021-06-04,Zverev A.,Djere L.,3rd Round,1.16,5.0,2021,3
2021-06-04,Garin C.,Giron M.,3rd Round,1.3,3.5,2021,3
2021-06-04,Carreno Busta P.,Johnson S.,3rd Round,1.11,6.5,2021,3
2021-06-04,Medvedev D.,Opelka R.,3rd Round,1.3,3.5,2021,3
2021-06-04,Tsitsipas S.,Isner J.,3rd Round,1.14,5.5,2021,3
2021-06-05,Musetti L.,Cecchinato M.,3rd Round,1.61,2.3,2021,3
2021-06-05,Schwartzman D.,Kohlschreiber P.,3rd Round,1.16,5.0,2021,3
2021-06-05,Struff J.L.,Alcaraz C.,3rd Round,2.5,1.53,2021,3
2021-06-05,Sinner J.,Ymer M.,3rd Round,1.12,6.0,2021,3
2021-06-05,Djokovic N.,Berankis R.,3rd Round,29.0,0.967,2021,3
2021-06-05,Nadal R.,Norrie C.,3rd Round,1.02,19.0,2021,3
2021-06-05,Berrettini M.,Kwon S.W.,3rd Round,1.07,9.0,2021,3
2021-06-05,Federer R.,Koepfer D.,3rd Round,1.3,3.5,2021,3
2021-06-06,Tsitsipas S.,Carreno Busta P.,4th Round,1.14,5.5,2021,4
2021-06-06,Medvedev D.,Garin C.,4th Round,1.36,3.2,2021,4
2021-06-06,Davidovich Fokina A.,Delbonis F.,4th Round,1.8,2.0,2021,4
2021-06-06,Zverev A.,Nishikori K.,4th Round,1.2,4.5,2021,4
2021-06-07,Berrettini M.,Federer R.,4th Round,,,2021,4
2021-06-07,Schwartzman D.,Struff J.L.,4th Round,1.44,2.75,2021,4
2021-06-07,Djokovic N.,Musetti L.,4th Round,1.05,11.0,2021,4
2021-06-07,Nadal R.,Sinner J.,4th Round,1.1,7.0,2021,4
2021-06-08,Zverev A.,Davidovich Fokina A.,Quarterfinals,1.12,6.0,2021,5
2021-06-08,Tsitsipas S.,Medvedev D.,Quarterfinals,1.44,2.75,2021,5
2021-06-09,Nadal R.,Schwartzman D.,Quarterfinals,1.06,10.0,2021,5
2021-06-09,Djokovic N.,Berrettini M.,Quarterfinals,1.16,5.0,2021,5
2021-06-11,Tsitsipas S.,Zverev A.,Semifinals,1.44,2.75,2021,6
2021-06-11,Djokovic N.,Nadal R.,Semifinals,3.0,1.4,2021,6
2021-06-13,Djokovic N.,Tsitsipas S.,The Final,1.4,3.0,2021,7
