date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2019-05-28,Nishioka Y.,Mcdonald M.,1st Round,1.33,3.4,2019,1
2019-05-28,Benchetrit E.,Norrie C.,1st Round,2.3,1.61,2019,1
2019-05-28,Ymer M.,Rola B.,1st Round,1.61,2.3,2019,1
2019-05-28,Lajovic D.,Monteiro T.,1st Round,1.44,2.75,2019,1
2019-05-28,Edmund K.,Chardy J.,1st Round,1.72,2.1,2019,1
2019-05-28,Karlovic I.,Lopez F.,1st Round,2.75,1.44,2019,1
2019-05-28,Bautista Agut R.,Johnson S.,1st Round,1.22,4.33,2019,1
2019-05-28,Thompson J.,Davidovich Fokina A.,1st Round,2.75,1.44,2019,1
2019-05-28,Klizan M.,Kukushkin M.,1st Round,1.57,2.37,2019,1
2019-05-28,Khachanov K.,Stebe C.M.,1st Round,1.04,13.0,2019,1
2019-05-28,Pouille L.,Bolelli S.,1st Round,1.4,3.0,2019,1
2019-05-28,Verdasco F.,Evans D.,1st Round,1.22,4.33,2019,1
2019-05-28,Barrere G.,Ebden M.,1st Round,1.25,4.0,2019,1
2019-05-28,Hoang A.,Dzumhur D.,1st Round,3.4,1.33,2019,1
2019-05-28,Mannarino A.,Travaglia S.,1st Round,2.5,1.53,2019,1
2019-05-28,Monfils G.,Daniel T.,1st Round,1.12,6.0,2019,1
2019-05-29,Tsitsipas S.,Dellien H.,2nd Round,1.1,7.0,2019,2
2019-05-29,Moutet C.,Pella G.,2nd Round,3.75,1.28,2019,2
2019-05-29,Nadal R.,Maden Y.,2nd Round,1.002,41.0,2019,2
2019-05-29,Goffin D.,Kecmanovic M.,2nd Round,1.12,6.0,2019,2
2019-05-29,Nishikori K.,Tsonga J.W.,2nd Round,1.33,3.4,2019,2
2019-05-29,Londero J.I.,Gasquet R.,2nd Round,2.0,1.8,2019,2
2019-05-29,Djere L.,Popyrin A.,2nd Round,1.22,4.33,2019,2
2019-05-29,Krajinovic F.,Carballes Baena R.,2nd Round,1.4,3.0,2019,2
2019-05-29,Mahut N.,Kohlschreiber P.,2nd Round,7.0,1.1,2019,2
2019-05-29,Ruud C.,Berrettini M.,2nd Round,2.5,1.53,2019,2
2019-05-29,Dimitrov G.,Cilic M.,2nd Round,2.5,1.53,2019,2
2019-05-29,Wawrinka S.,Garin C.,2nd Round,1.53,2.5,2019,2
2019-05-29,Federer R.,Otte O.,2nd Round,1.02,19.0,2019,2
2019-05-29,Paire B.,Herbert P.H.,2nd Round,1.44,2.75,2019,2
2019-05-29,Carreno Busta P.,De Minaur A.,2nd Round,1.4,3.0,2019,2
2019-05-30,Cuevas P.,Edmund K.,2nd Round,1.61,2.3,2019,2
2019-05-30,Thiem D.,Bublik A.,2nd Round,1.02,19.0,2019,2
2019-05-30,Caruso S.,Simon G.,2nd Round,3.5,1.3,2019,2
2019-05-30,Mayer L.,Schwartzman D.,2nd Round,3.5,1.3,2019,2
2019-05-30,Zverev A.,Ymer M.,2nd Round,1.14,5.5,2019,2
2019-05-30,Djokovic N.,Laaksonen H.,2nd Round,1.005,29.0,2019,2
2019-05-30,Hoang A.,Verdasco F.,2nd Round,6.0,1.12,2019,2
2019-05-30,Lajovic D.,Benchetrit E.,2nd Round,1.3,3.5,2019,2
2019-05-30,Struff J.L.,Albot R.,2nd Round,1.36,3.2,2019,2
2019-05-30,Thompson J.,Karlovic I.,2nd Round,1.53,2.5,2019,2
2019-05-30,Del Potro J.M.,Nishioka Y.,2nd Round,1.08,8.0,2019,2
2019-05-30,Monfils G.,Mannarino A.,2nd Round,1.1,7.0,2019,2
2019-05-30,Coric B.,Harris L.,2nd Round,1.08,8.0,2019,2
2019-05-30,Bautista Agut R.,Fritz T.,2nd Round,1.44,2.75,2019,2
2019-05-30,Khachanov K.,Barrere G.,2nd Round,1.1,7.0,2019,2
2019-05-30,Fognini F.,Delbonis F.,2nd Round,1.44,2.75,2019,2
2019-05-31,Klizan M.,Pouille L.,2nd Round,3.0,1.4,2019,2
2019-05-31,Nishikori K.,Djere L.,3rd Round,1.3,3.5,2019,3
2019-05-31,Paire B.,Carreno Busta P.,3rd Round,2.3,1.61,2019,3
2019-05-31,Federer R.,Ruud C.,3rd Round,1.11,6.5,2019,3
2019-05-31,Mayer L.,Mahut N.,3rd Round,1.25,4.0,2019,3
2019-05-31,Londero J.I.,Moutet C.,3rd Round,1.57,2.37,2019,3
2019-05-31,Nadal R.,Goffin D.,3rd Round,1.03,15.0,2019,3
2019-06-01,Fognini F.,Bautista Agut R.,3rd Round,1.66,2.2,2019,3
2019-06-01,Zverev A.,Lajovic D.,3rd Round,1.3,3.5,2019,3
2019-06-01,Tsitsipas S.,Krajinovic F.,3rd Round,1.16,5.0,2019,3
2019-06-01,Struff J.L.,Coric B.,3rd Round,3.0,1.4,2019,3
2019-06-01,Wawrinka S.,Dimitrov G.,3rd Round,1.33,3.4,2019,3
2019-06-01,Djokovic N.,Caruso S.,3rd Round,1.005,29.0,2019,3
2019-06-01,Thiem D.,Cuevas P.,3rd Round,1.2,4.5,2019,3
2019-06-01,Monfils G.,Hoang A.,3rd Round,1.08,8.0,2019,3
2019-06-01,Del Potro J.M.,Thompson J.,3rd Round,1.28,3.75,2019,3
2019-06-01,Khachanov K.,Klizan M.,3rd Round,1.3,3.5,2019,3
2019-06-02,Federer R.,Mayer L.,4th Round,1.08,8.0,2019,4
2019-06-02,Wawrinka S.,Tsitsipas S.,4th Round,2.1,1.72,2019,4
2019-06-02,Nadal R.,Londero J.I.,4th Round,1.005,34.0,2019,4
2019-06-03,Nishikori K.,Paire B.,4th Round,1.44,2.75,2019,4
2019-06-03,Djokovic N.,Struff J.L.,4th Round,1.04,13.0,2019,4
2019-06-03,Thiem D.,Monfils G.,4th Round,1.36,3.2,2019,4
2019-06-03,Zverev A.,Fognini F.,4th Round,2.1,1.72,2019,4
2019-06-03,Khachanov K.,Del Potro J.M.,4th Round,2.75,1.44,2019,4
2019-06-04,Federer R.,Wawrinka S.,Quarterfinals,1.36,3.2,2019,5
2019-06-04,Nadal R.,Nishikori K.,Quarterfinals,1.02,19.0,2019,5
2019-06-06,Djokovic N.,Zverev A.,Quarterfinals,1.1,7.0,2019,5
2019-06-06,Thiem D.,Khachanov K.,Quarterfinals,1.28,3.75,2019,5
2019-06-07,Nadal R.,Federer R.,Semifinals,1.12,6.0,2019,6
2019-06-08,Thiem D.,Djokovic N.,Semifinals,2.75,1.44,2019,6
2019-06-09,Nadal R.,Thiem D.,The Final,1.2,4.75,2019,7
