date,winner_td,loser_td,round_str,odds_winner,odds_loser,year,round_number
2022-05-24,Kolar Z.,Pouille L.,1st Round,1.9,1.9,2022,1
2022-05-24,Johnson S.,Vesely J.,1st Round,2.3,1.61,2022,1
2022-05-24,Tsitsipas S.,Musetti L.,1st Round,1.1,7.0,2022,1
2022-05-24,Simon G.,Carreno Busta P.,1st Round,13.0,1.04,2022,1
2022-05-25,Khachanov K.,Dellien H.,2nd Round,1.44,2.75,2022,2
2022-05-25,Auger-Aliassime F.,Ugo Carabelli C.,2nd Round,1.1,7.0,2022,2
2022-05-25,Isner J.,Barrere G.,2nd Round,1.25,4.0,2022,2
2022-05-25,Bedene A.,Cuevas P.,2nd Round,2.5,1.53,2022,2
2022-05-25,Norrie C.,Kubler J.,2nd Round,1.08,8.0,2022,2
2022-05-25,Zapata Miralles B.,Fritz T.,2nd Round,2.75,1.44,2022,2
2022-05-25,Krajinovic F.,Gojo B.,2nd Round,1.16,5.0,2022,2
2022-05-25,Zverev A.,Baez S.,2nd Round,1.14,5.5,2022,2
2022-05-25,Schwartzman D.,Munar J.,2nd Round,1.33,3.4,2022,2
2022-05-25,Alcaraz C.,Ramos-Vinolas A.,2nd Round,1.03,15.0,2022,2
2022-05-25,Djokovic N.,Molcan A.,2nd Round,1.03,15.0,2022,2
2022-05-25,Nakashima B.,Griekspoor T.,2nd Round,2.62,1.5,2022,2
2022-05-25,Van De Zandschulp B.,Fognini F.,2nd Round,1.57,2.37,2022,2
2022-05-25,Dimitrov G.,Coric B.,2nd Round,1.25,4.0,2022,2
2022-05-25,Korda S.,Gasquet R.,2nd Round,1.4,3.0,2022,2
2022-05-25,Nadal R.,Moutet C.,2nd Round,1.03,15.0,2022,2
2022-05-26,Ruud C.,Ruusuvuori E.,2nd Round,1.12,6.0,2022,2
2022-05-26,Rune H.,Laaksonen H.,2nd Round,1.12,6.0,2022,2
2022-05-26,Medvedev D.,Djere L.,2nd Round,1.36,3.2,2022,2
2022-05-26,Kecmanovic M.,Bublik A.,2nd Round,1.2,4.5,2022,2
2022-05-26,Goffin D.,Tiafoe F.,2nd Round,1.66,2.2,2022,2
2022-05-26,Gaston H.,Cachin P.,2nd Round,1.9,1.9,2022,2
2022-05-26,Cilic M.,Fucsovics M.,2nd Round,1.44,2.75,2022,2
2022-05-26,Sonego L.,Sousa J.,2nd Round,1.4,3.0,2022,2
2022-05-26,Mcdonald M.,Basilashvili N.,2nd Round,2.5,1.53,2022,2
2022-05-26,Hurkacz H.,Cecchinato M.,2nd Round,1.14,5.5,2022,2
2022-05-26,Garin C.,Ivashka I.,2nd Round,1.5,2.62,2022,2
2022-05-26,Ymer M.,Evans D.,2nd Round,2.75,1.44,2022,2
2022-05-26,Simon G.,Johnson S.,2nd Round,2.62,1.5,2022,2
2022-05-26,Tsitsipas S.,Kolar Z.,2nd Round,1.02,17.0,2022,2
2022-05-26,Sinner J.,Carballes Baena R.,2nd Round,1.07,9.0,2022,2
2022-05-26,Rublev A.,Delbonis F.,2nd Round,1.12,6.0,2022,2
2022-05-27,Schwartzman D.,Dimitrov G.,3rd Round,2.37,1.57,2022,3
2022-05-27,Auger-Aliassime F.,Krajinovic F.,3rd Round,1.3,3.5,2022,3
2022-05-27,Djokovic N.,Bedene A.,3rd Round,1.01,21.0,2022,3
2022-05-27,Nadal R.,Van De Zandschulp B.,3rd Round,1.05,11.0,2022,3
2022-05-27,Zapata Miralles B.,Isner J.,3rd Round,2.37,1.57,2022,3
2022-05-27,Zverev A.,Nakashima B.,3rd Round,1.08,8.0,2022,3
2022-05-27,Khachanov K.,Norrie C.,3rd Round,2.5,1.53,2022,3
2022-05-27,Alcaraz C.,Korda S.,3rd Round,1.16,5.0,2022,3
2022-05-28,Sinner J.,Mcdonald M.,3rd Round,1.07,9.0,2022,3
2022-05-28,Rublev A.,Garin C.,3rd Round,1.25,4.0,2022,3
2022-05-28,Medvedev D.,Kecmanovic M.,3rd Round,1.66,2.2,2022,3
2022-05-28,Cilic M.,Simon G.,3rd Round,1.22,4.33,2022,3
2022-05-28,Hurkacz H.,Goffin D.,3rd Round,1.66,2.2,2022,3
2022-05-28,Tsitsipas S.,Ymer M.,3rd Round,1.05,11.0,2022,3
2022-05-28,Ruud C.,Sonego L.,3rd Round,1.16,5.0,2022,3
2022-05-28,Rune H.,Gaston H.,3rd Round,1.3,3.5,2022,3
2022-05-29,Djokovic N.,Schwartzman D.,4th Round,1.07,9.0,2022,4
2022-05-29,Zverev A.,Zapata Miralles B.,4th Round,1.06,10.0,2022,4
2022-05-29,Nadal R.,Auger-Aliassime F.,4th Round,1.14,5.5,2022,4
2022-05-29,Alcaraz C.,Khachanov K.,4th Round,1.1,7.0,2022,4
2022-05-30,Ruud C.,Hurkacz H.,4th Round,1.57,2.37,2022,4
2022-05-30,Rune H.,Tsitsipas S.,4th Round,4.5,1.2,2022,4
2022-05-30,Rublev A.,Sinner J.,4th Round,1.8,2.0,2022,4
2022-05-30,Cilic M.,Medvedev D.,4th Round,3.75,1.28,2022,4
2022-05-31,Zverev A.,Alcaraz C.,Quarterfinals,4.33,1.22,2022,5
2022-05-31,Nadal R.,Djokovic N.,Quarterfinals,2.75,1.44,2022,5
2022-06-01,Cilic M.,Rublev A.,Quarterfinals,2.1,1.72,2022,5
2022-06-01,Ruud C.,Rune H.,Quarterfinals,1.44,2.75,2022,5
2022-06-03,Nadal R.,Zverev A.,Semifinals,1.33,3.4,2022,6
2022-06-03,Ruud C.,Cilic M.,Semifinals,1.44,2.75,2022,6
2022-06-05,Nadal R.,Ruud C.,The Final,1.16,5.5,2022,7
